date,room_number,room_type,number_of_guests,check_in,check_out,stayover,occupancy_rate,season,day_of_week,cleaning_type,cleaning_time_minutes,housekeeper_team,inspection_result,reclean_required,cleaning_product_ml,room_readiness_time,ready_by_13
2025-01-01,318,Suite,2,True,True,False,0.885,Winter,Wednesday,Checkout,58.6,Team B,Pass,False,221.7,09:23,True
2025-01-02,101,Standard,2,True,True,False,0.806,Winter,Thursday,Checkout,34.6,Team B,Fail,True,104.1,08:59,True
2025-01-02,102,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,19.6,Team C,Pass,False,93.2,11:13,True
2025-01-02,103,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,18.3,Team D,Pass,False,72.4,09:25,True
2025-01-02,104,Standard,1,True,True,False,0.806,Winter,Thursday,Checkout,38.8,Team E,Pass,False,119.8,10:21,True
2025-01-02,106,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,22.6,Team A,Pass,False,79.7,08:58,True
2025-01-02,107,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,26.8,Team B,Pass,False,42.4,09:26,True
2025-01-02,108,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,29.2,Team C,Pass,False,63.2,12:12,True
2025-01-02,109,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,17.9,Team D,Pass,False,93.4,11:33,True
2025-01-02,110,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,25.4,Team E,Pass,False,74.6,09:33,True
2025-01-02,112,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,26.2,Team A,Fail,True,78.6,09:57,True
2025-01-02,113,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,28.7,Team B,Pass,False,87.4,09:10,True
2025-01-02,115,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,22.8,Team D,Pass,False,74.0,09:02,True
2025-01-02,117,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,23.5,Team F,Fail,False,89.9,09:48,True
2025-01-02,118,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,21.2,Team A,Pass,False,66.3,11:38,True
2025-01-02,119,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,24.0,Team B,Pass,False,43.4,09:06,True
2025-01-02,120,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,26.1,Team C,Pass,False,56.6,09:19,True
2025-01-02,122,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,25.2,Team E,Pass,False,92.8,09:35,True
2025-01-02,123,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,22.9,Team F,Fail,False,71.9,09:59,True
2025-01-02,124,Standard,1,True,True,False,0.806,Winter,Thursday,Checkout,38.2,Team A,Pass,False,115.5,10:21,True
2025-01-02,125,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,27.8,Team B,Pass,False,72.9,09:10,True
2025-01-02,128,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,14.6,Team E,Pass,False,68.8,09:50,True
2025-01-02,129,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,25.3,Team F,Pass,False,61.6,11:12,True
2025-01-02,130,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,20.1,Team A,Pass,False,97.4,10:04,True
2025-01-02,131,Standard,1,True,True,False,0.806,Winter,Thursday,Checkout,37.1,Team B,Pass,False,110.8,12:14,True
2025-01-02,133,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,34.7,Team D,Pass,False,58.5,08:48,True
2025-01-02,134,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,27.3,Team E,Pass,False,81.3,10:19,True
2025-01-02,135,Standard,1,True,True,False,0.806,Winter,Thursday,Checkout,38.7,Team F,Pass,False,121.4,11:16,True
2025-01-02,137,Standard,1,True,True,False,0.806,Winter,Thursday,Checkout,37.3,Team B,Pass,False,123.7,11:32,True
2025-01-02,138,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,19.7,Team C,Pass,False,72.3,08:30,True
2025-01-02,139,Standard,1,False,False,True,0.806,Winter,Thursday,Stayover,14.4,Team D,Fail,True,65.3,10:50,True
2025-01-02,140,Standard,2,False,False,True,0.806,Winter,Thursday,Stayover,24.6,Team E,Pass,False,61.8,09:55,True
2025-01-02,201,Superior,2,True,True,False,0.806,Winter,Thursday,Checkout,49.7,Team F,Pass,False,115.6,09:32,True
2025-01-02,202,Superior,4,False,False,True,0.806,Winter,Thursday,Stayover,30.9,Team A,Pass,False,113.9,10:10,True
2025-01-02,203,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,26.3,Team B,Pass,False,73.9,10:43,True
2025-01-02,204,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,29.1,Team C,Pass,False,86.7,09:58,True
2025-01-02,205,Superior,3,False,False,True,0.806,Winter,Thursday,Stayover,31.7,Team D,Pass,False,93.9,09:04,True
2025-01-02,206,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,27.2,Team E,Pass,False,111.6,10:43,True
2025-01-02,208,Superior,3,False,False,True,0.806,Winter,Thursday,Stayover,36.9,Team A,Pass,False,99.9,10:30,True
2025-01-02,209,Superior,4,False,False,True,0.806,Winter,Thursday,Stayover,30.8,Team B,Pass,False,139.8,10:14,True
2025-01-02,210,Superior,4,False,False,True,0.806,Winter,Thursday,Stayover,33.4,Team C,Pass,False,119.7,10:08,True
2025-01-02,212,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,30.9,Team E,Pass,False,79.3,09:10,True
2025-01-02,213,Superior,2,True,True,False,0.806,Winter,Thursday,Checkout,45.5,Team F,Pass,False,157.5,09:13,True
2025-01-02,215,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,28.3,Team B,Pass,False,54.4,09:12,True
2025-01-02,216,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,31.5,Team C,Pass,False,79.1,10:20,True
2025-01-02,217,Superior,1,False,False,True,0.806,Winter,Thursday,Stayover,26.1,Team D,Pass,False,86.4,10:53,True
2025-01-02,218,Superior,1,True,True,False,0.806,Winter,Thursday,Checkout,39.0,Team E,Pass,False,141.1,12:03,True
2025-01-02,219,Superior,4,False,False,True,0.806,Winter,Thursday,Stayover,30.1,Team F,Pass,False,113.9,10:06,True
2025-01-02,220,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,32.2,Team A,Pass,False,80.8,10:07,True
2025-01-02,221,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,24.0,Team B,Pass,False,101.9,10:22,True
2025-01-02,222,Superior,1,True,True,False,0.806,Winter,Thursday,Checkout,44.5,Team C,Fail,True,146.2,11:32,True
2025-01-02,224,Superior,3,False,False,True,0.806,Winter,Thursday,Stayover,30.2,Team E,Pass,False,116.6,10:02,True
2025-01-02,225,Superior,3,False,False,True,0.806,Winter,Thursday,Stayover,31.0,Team F,Pass,False,115.1,11:17,True
2025-01-02,226,Superior,3,False,False,True,0.806,Winter,Thursday,Stayover,34.7,Team A,Pass,False,94.2,11:09,True
2025-01-02,227,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,31.1,Team B,Pass,False,90.2,09:10,True
2025-01-02,228,Superior,3,True,True,False,0.806,Winter,Thursday,Checkout,41.5,Team C,Pass,False,152.6,12:13,True
2025-01-02,229,Superior,4,True,True,False,0.806,Winter,Thursday,Checkout,48.3,Team D,Pass,False,163.9,11:15,True
2025-01-02,231,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,31.0,Team F,Pass,False,104.0,10:38,True
2025-01-02,234,Superior,3,False,False,True,0.806,Winter,Thursday,Stayover,31.5,Team C,Pass,False,119.0,10:52,True
2025-01-02,235,Superior,4,False,False,True,0.806,Winter,Thursday,Stayover,31.1,Team D,Fail,True,113.4,12:17,True
2025-01-02,236,Superior,1,False,False,True,0.806,Winter,Thursday,Stayover,30.7,Team E,Pass,False,100.0,11:59,True
2025-01-02,237,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,26.7,Team F,Pass,False,87.9,12:02,True
2025-01-02,238,Superior,4,False,False,True,0.806,Winter,Thursday,Stayover,28.1,Team A,Pass,False,114.9,11:57,True
2025-01-02,240,Superior,2,False,False,True,0.806,Winter,Thursday,Stayover,35.6,Team C,Pass,False,101.2,09:45,True
2025-01-02,301,Suite,2,False,False,True,0.806,Winter,Thursday,Stayover,48.5,Team D,Pass,False,150.9,10:25,True
2025-01-02,302,Suite,1,True,True,False,0.806,Winter,Thursday,Checkout,51.7,Team E,Pass,False,226.7,09:45,True
2025-01-02,304,Suite,3,False,False,True,0.806,Winter,Thursday,Stayover,43.5,Team A,Pass,False,131.2,09:24,True
2025-01-02,305,Suite,1,False,False,True,0.806,Winter,Thursday,Stayover,52.2,Team B,Pass,False,146.1,11:08,True
2025-01-02,306,Suite,3,True,True,False,0.806,Winter,Thursday,Checkout,59.6,Team C,Pass,False,218.8,11:54,True
2025-01-02,307,Suite,1,False,False,True,0.806,Winter,Thursday,Stayover,43.6,Team D,Pass,False,117.7,09:44,True
2025-01-02,308,Suite,4,False,False,True,0.806,Winter,Thursday,Stayover,43.5,Team E,Pass,False,152.1,11:04,True
2025-01-02,309,Suite,1,False,False,True,0.806,Winter,Thursday,Stayover,44.9,Team F,Pass,False,141.8,09:30,True
2025-01-02,310,Suite,2,True,True,False,0.806,Winter,Thursday,Checkout,53.3,Team A,Pass,False,196.5,11:30,True
2025-01-02,311,Suite,4,False,False,True,0.806,Winter,Thursday,Stayover,49.5,Team B,Pass,False,149.2,09:34,True
2025-01-02,312,Suite,2,False,False,True,0.806,Winter,Thursday,Stayover,43.0,Team C,Pass,False,129.9,09:20,True
2025-01-02,313,Suite,3,True,True,False,0.806,Winter,Thursday,Checkout,61.2,Team D,Fail,True,221.2,09:36,True
2025-01-02,314,Suite,3,False,False,True,0.806,Winter,Thursday,Stayover,44.0,Team E,Pass,False,114.6,11:43,True
2025-01-02,315,Suite,4,False,False,True,0.806,Winter,Thursday,Stayover,43.4,Team F,Pass,False,150.7,10:51,True
2025-01-02,316,Suite,2,False,False,True,0.806,Winter,Thursday,Stayover,42.3,Team A,Pass,False,159.1,11:26,True
2025-01-02,317,Suite,2,True,True,False,0.806,Winter,Thursday,Checkout,55.5,Team B,Pass,False,225.2,11:38,True
2025-01-02,318,Suite,1,True,True,False,0.806,Winter,Thursday,Checkout,60.1,Team C,Pass,False,220.0,09:51,True
2025-01-02,319,Suite,1,False,False,True,0.806,Winter,Thursday,Stayover,43.8,Team D,Pass,False,126.0,12:20,True
2025-01-02,320,Suite,2,False,False,True,0.806,Winter,Thursday,Stayover,38.0,Team E,Pass,False,131.4,09:24,True
2025-01-03,101,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,23.5,Team C,Pass,False,65.7,12:02,True
2025-01-03,102,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,28.1,Team D,Pass,False,63.2,10:52,True
2025-01-03,103,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,23.8,Team E,Fail,True,82.5,08:55,True
2025-01-03,104,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,13.9,Team F,Pass,False,69.2,11:22,True
2025-01-03,105,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,23.6,Team A,Pass,False,88.9,08:42,True
2025-01-03,106,Standard,1,True,True,False,0.871,Winter,Friday,Checkout,28.5,Team B,Pass,False,123.9,11:14,True
2025-01-03,107,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,19.1,Team C,Pass,False,78.1,10:28,True
2025-01-03,108,Standard,1,True,True,False,0.871,Winter,Friday,Checkout,40.0,Team D,Pass,False,77.4,11:43,True
2025-01-03,109,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,12.6,Team E,Pass,False,60.9,11:31,True
2025-01-03,110,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,24.3,Team F,Pass,False,65.6,09:40,True
2025-01-03,111,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,28.5,Team A,Pass,False,69.5,08:59,True
2025-01-03,112,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,25.9,Team B,Pass,False,46.2,08:42,True
2025-01-03,113,Standard,1,True,True,False,0.871,Winter,Friday,Checkout,29.5,Team C,Fail,False,115.9,09:31,True
2025-01-03,114,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,24.6,Team D,Pass,False,65.4,08:48,True
2025-01-03,115,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,23.8,Team E,Pass,False,53.9,10:20,True
2025-01-03,116,Standard,1,True,True,False,0.871,Winter,Friday,Checkout,40.7,Team F,Pass,False,108.6,11:15,True
2025-01-03,117,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,25.1,Team A,Pass,False,83.9,11:07,True
2025-01-03,118,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,22.7,Team B,Pass,False,90.2,10:26,True
2025-01-03,119,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,22.2,Team C,Pass,False,61.6,09:07,True
2025-01-03,120,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,15.9,Team D,Pass,False,74.1,10:51,True
2025-01-03,121,Standard,2,True,True,False,0.871,Winter,Friday,Checkout,40.2,Team E,Pass,False,123.6,12:18,True
2025-01-03,123,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,10.5,Team A,Pass,False,66.1,10:45,True
2025-01-03,124,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,27.0,Team B,Pass,False,73.1,11:08,True
2025-01-03,126,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,21.5,Team D,Pass,False,51.2,10:36,True
2025-01-03,127,Standard,2,True,True,False,0.871,Winter,Friday,Checkout,38.0,Team E,Pass,False,101.4,08:52,True
2025-01-03,129,Standard,1,True,True,False,0.871,Winter,Friday,Checkout,35.0,Team A,Pass,False,121.8,09:15,True
2025-01-03,130,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,23.7,Team B,Pass,False,71.5,11:36,True
2025-01-03,131,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,29.2,Team C,Pass,False,108.6,11:57,True
2025-01-03,132,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,22.1,Team D,Pass,False,65.5,09:55,True
2025-01-03,133,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,18.4,Team E,Pass,False,81.3,10:49,True
2025-01-03,134,Standard,2,True,True,False,0.871,Winter,Friday,Checkout,37.6,Team F,Pass,False,108.9,10:50,True
2025-01-03,135,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,20.2,Team A,Pass,False,50.9,10:16,True
2025-01-03,136,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,23.4,Team B,Pass,False,88.5,11:06,True
2025-01-03,137,Standard,2,True,True,False,0.871,Winter,Friday,Checkout,44.8,Team C,Pass,False,112.8,12:23,True
2025-01-03,138,Standard,1,False,False,True,0.871,Winter,Friday,Stayover,21.6,Team D,Pass,False,88.9,10:08,True
2025-01-03,139,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,30.8,Team E,Pass,False,90.9,10:58,True
2025-01-03,140,Standard,2,False,False,True,0.871,Winter,Friday,Stayover,25.5,Team F,Pass,False,78.0,08:48,True
2025-01-03,201,Superior,3,False,False,True,0.871,Winter,Friday,Stayover,24.3,Team A,Pass,False,120.2,09:17,True
2025-01-03,202,Superior,3,False,False,True,0.871,Winter,Friday,Stayover,30.6,Team B,Pass,False,133.7,09:07,True
2025-01-03,203,Superior,2,True,True,False,0.871,Winter,Friday,Checkout,46.5,Team C,Pass,False,152.2,09:40,True
2025-01-03,204,Superior,4,False,False,True,0.871,Winter,Friday,Stayover,29.9,Team D,Pass,False,94.2,11:22,True
2025-01-03,205,Superior,1,True,True,False,0.871,Winter,Friday,Checkout,42.9,Team E,Pass,False,126.6,09:51,True
2025-01-03,206,Superior,1,False,False,True,0.871,Winter,Friday,Stayover,29.3,Team F,Pass,False,96.4,09:21,True
